0,1e-05
1,1e-05
2,1e-05
3,1e-05
4,1e-05
5,1e-05
6,1e-05
7,1e-05
8,1e-05
9,1e-05
10,1e-05
11,2e-05
12,2e-05
13,2e-05
14,2e-05
15,2e-05
16,2e-05
17,2e-05
18,4e-05
19,4e-05
20,4e-05
21,4e-05
22,4e-05
23,4e-05
24,4e-05
25,4e-05
26,8e-05
27,8e-05
28,8e-05
29,8e-05
30,8e-05
31,8e-05
32,8e-05
33,0.00016
34,0.00016
35,0.00016
36,0.00016
37,0.00016
38,0.00016
39,0.00016
40,0.00032
41,0.00032
42,0.00032
43,0.00032
44,0.00032
45,0.00032
46,0.00032
47,0.00032
48,0.00064
49,0.00064
50,0.00064
51,0.00064
52,0.00064
53,0.00064
54,0.00064
55,0.00128
56,0.00128
57,0.00128
58,0.00128
59,0.00128
60,0.00128
61,0.00128
62,0.00256
63,0.00256
64,0.00256
65,0.00256
66,0.00256
67,0.00128
68,0.00128
69,0.00128
70,0.00128
71,0.00128
72,0.00128
73,0.00128
74,0.00256
75,0.00256
76,0.00256
77,0.00256
78,0.00128
79,0.00128
80,0.00128
81,0.00128
82,0.00128
83,0.00128
84,0.00128
85,0.00256
86,0.00256
87,0.00256
88,0.00128
89,0.00128
90,0.00128
91,0.00128
92,0.00128
93,0.00128
94,0.00128
95,0.00128
96,0.00256
97,0.00256
98,0.00256
99,0.00256
100,0.00256
101,0.00256
102,0.00256
103,0.00256
104,0.00512
105,0.00512
106,0.00512
107,0.00512
108,0.00512
109,0.00256
110,0.00256
111,0.00256
112,0.00256
113,0.00256
114,0.00256
115,0.00256
116,0.00512
117,0.00512
118,0.00512
119,0.00512
120,0.00512
121,0.00256
122,0.00256
123,0.00256
124,0.00256
125,0.00256
126,0.00128
127,0.00128
128,0.00128
129,0.00128
130,0.00128
131,0.00128
132,0.00128
133,0.00256
134,0.00256
135,0.00256
136,0.00256
137,0.00256
138,0.00256
139,0.00256
140,0.00512
141,0.00512
142,0.00256
143,0.00256
144,0.00256
145,0.00256
146,0.00256
147,0.00256
148,0.00256
149,0.00256
150,0.00256
151,0.00256
152,0.00512
153,0.00512
154,0.00256
155,0.00256
156,0.00256
157,0.00256
158,0.00256
159,0.00256
160,0.00256
161,0.00512
162,0.00512
163,0.00512
164,0.00256
165,0.00128
166,0.00128
167,0.00128
168,0.00128
